epoch,train_loss,train_acc,train_precision,train_recall,train_f1,val_loss,val_acc,val_precision,val_recall,val_f1
1,3.6273593481531683,0.10415094339622641,0.11895672041935693,0.10415094339622641,0.08054793718346719,3.5350425749471808,0.06544671689989236,0.7261464272716716,0.06544671689989236,0.056412900256778
2,2.8569515490981767,0.25122641509433963,0.26111845876890577,0.25122641509433963,0.22283204026208067,2.948431861498983,0.28324363114459994,0.7440714897893933,0.28324363114459994,0.36895915676561747
3,2.335032856419401,0.3425471698113208,0.322857852703013,0.3425471698113208,0.31906761830800834,2.482654911769433,0.48274129888769285,0.7552768685042694,0.48274129888769285,0.5618136996481038
4,2.047327509376238,0.3847169811320755,0.35775037149349453,0.3847169811320755,0.3634606352463241,2.1154479704324087,0.589092213850018,0.7629321217717493,0.589092213850018,0.6471594353690832
5,1.8682103524118099,0.42066037735849054,0.3921061468457274,0.42066037735849054,0.3989729051547255,1.9089767189405706,0.6107642626480086,0.7750966792956148,0.6107642626480086,0.6662739583900196
6,1.7508433725249093,0.4432075471698113,0.4159988842267222,0.4432075471698113,0.4237809162485526,1.6482157728258837,0.6550771438823108,0.77453137191674,0.6550771438823108,0.6972067795081341
7,1.6697818943239608,0.45867924528301884,0.43199414616542336,0.45867924528301884,0.4400935346110009,1.4944679638370204,0.6696088984571223,0.7868292670309868,0.6696088984571223,0.7047877077679967
8,1.6094471073150636,0.4711320754716981,0.44409816283013875,0.4711320754716981,0.4525638194392696,1.3984855363905366,0.6887334050950843,0.7878749973250395,0.6887334050950843,0.7207813333704022
9,1.5548987281547402,0.49047169811320757,0.4653546252370275,0.49047169811320757,0.4731648679721096,1.3296614828869395,0.6940078937926085,0.7903803908594684,0.6940078937926085,0.7268779434651411
10,1.5056660584683688,0.4991509433962264,0.4745830259462932,0.4991509433962264,0.4823393436655192,1.2397840251878123,0.7074273412271259,0.7935969219384226,0.7074273412271259,0.7343750062612454
11,1.4719689693091051,0.5020754716981132,0.4768286657627447,0.5020754716981132,0.4854619920864144,1.1715323241158202,0.7205597416576964,0.795947357843823,0.7205597416576964,0.7450800840821662
12,1.4281508542906562,0.5180188679245283,0.4938414943135438,0.5180188679245283,0.5017645374031366,1.1434455212273817,0.7275565123789021,0.7990959643447223,0.7275565123789021,0.7510092426891296
13,1.397621616417507,0.5236792452830189,0.5012904947267591,0.5236792452830189,0.5089166084756352,1.1144583506099974,0.7261571582346609,0.8014670899598766,0.7261571582346609,0.7475179824151128
14,1.3781923350748027,0.5337735849056604,0.510338257847458,0.5337735849056604,0.5175337164972498,1.0603995117099216,0.7374955148905633,0.8027524601380158,0.7374955148905633,0.7583572700384484
15,1.351804669758059,0.5369811320754717,0.5150324290328994,0.5369811320754717,0.5224782550465467,1.0416531137381568,0.73745963401507,0.8087122806816288,0.73745963401507,0.757160446524298
16,1.333299652495474,0.5420754716981132,0.5194815640474342,0.5420754716981132,0.527329988867015,1.0348460996711302,0.7381772515249372,0.8078634009944107,0.7381772515249372,0.7599623873482539
17,1.3117204372837858,0.5479245283018868,0.5272386093264855,0.5479245283018868,0.5340324525804633,0.974886245884945,0.7425905992106208,0.8058395075687437,0.7425905992106208,0.7605399677952038
18,1.2901939445171715,0.5533018867924528,0.533245457202573,0.5533018867924528,0.5397605549195187,0.973255101565952,0.7446716899892357,0.8061502202522571,0.7446716899892357,0.7614219238910602
19,1.2679519136896673,0.5624528301886792,0.5429531875109688,0.5624528301886792,0.549209790193318,0.9993006606148185,0.7419447434517402,0.8085499445316132,0.7419447434517402,0.7624827733483239
20,1.2582286078974885,0.5621698113207547,0.5427932318737287,0.5621698113207547,0.549091354602156,0.9723588276302938,0.7473627556512379,0.8102827436971377,0.7473627556512379,0.7673260811634495
21,1.2368069353643454,0.5683962264150944,0.5492288571340217,0.5683962264150944,0.555813479781949,0.9816346801820091,0.744097595981342,0.8125369042695668,0.744097595981342,0.7646539676126893
22,1.2234450700148096,0.5736792452830188,0.556367295202278,0.5736792452830188,0.5617060591880948,0.9490074578091198,0.744707570864729,0.812806893998957,0.744707570864729,0.7636086348892938
23,1.2087061023712158,0.5784905660377359,0.5596250019535416,0.5784905660377359,0.5661316920530007,0.9293445123922967,0.7462145676354504,0.8132258126040138,0.7462145676354504,0.7645393666547622
24,1.1964674328857998,0.5834905660377359,0.5680702676388215,0.5834905660377359,0.572837872543283,0.9259081190873698,0.749156799425906,0.8131363139085098,0.749156799425906,0.767857705292401
25,1.1957217277670806,0.5792452830188679,0.5614606734797521,0.5792452830188679,0.5670275733060701,0.8884317758094464,0.7520272694653749,0.8153475206272013,0.7520272694653749,0.7680201342068725
26,1.1741787753914887,0.5913207547169811,0.5739426628144015,0.5913207547169811,0.5793282704984631,0.9047168360972944,0.751740222461428,0.813798153062371,0.751740222461428,0.770507307699298
27,1.154576025548971,0.5919811320754716,0.5738082060176379,0.5919811320754716,0.5801108463276531,0.909242948003255,0.753318980983136,0.8150667059588965,0.753318980983136,0.7721300172957496
28,1.1440585051842456,0.6010377358490566,0.5848176552017144,0.6010377358490566,0.5894786954928383,0.8831619671351771,0.7546465733763904,0.8205530262708239,0.7546465733763904,0.7709260852358956
29,1.1398888345034617,0.5958490566037736,0.5791137570103325,0.5958490566037736,0.5845651795101088,0.9419188215221861,0.7458198780050234,0.8161274638674078,0.7458198780050234,0.7679062779681045
30,1.1221092248412798,0.6041509433962264,0.5876597919686449,0.6041509433962264,0.593302975235918,0.8700800934785747,0.7568711876569788,0.8173075526145585,0.7568711876569788,0.7732328282176677
31,1.1165101995108262,0.6099056603773585,0.5937517840143526,0.6099056603773585,0.5987521315875662,0.8830181655808508,0.7538571941155364,0.8211885212231492,0.7538571941155364,0.7735130216625515
32,1.108059165702676,0.61,0.594796074569269,0.61,0.5995985054040233,0.8882346603192006,0.7541801219949766,0.8174913051362913,0.7541801219949766,0.7719356587171053
33,1.1004640679989222,0.6066981132075472,0.5903905885848505,0.6066981132075472,0.5954878020820499,0.8854398455421344,0.7533907427341228,0.8195900193797001,0.7533907427341228,0.7730643372660088
34,1.0914844873716247,0.6141509433962264,0.597712790911571,0.6141509433962264,0.6028243786104867,0.8780956980229964,0.7540724793684966,0.817932159257284,0.7540724793684966,0.7724973691850842
35,1.0754681117579623,0.6194339622641509,0.6051638204309228,0.6194339622641509,0.6096119701160827,0.8274358919755849,0.7638320775026911,0.8195462027432645,0.7638320775026911,0.7796350740700361
36,1.073617700360856,0.6156603773584906,0.6008586479373191,0.6156603773584906,0.6054249223534597,0.8651154255798567,0.7596698959454611,0.8198982040349598,0.7596698959454611,0.7771790956277475
37,1.0638584650687453,0.6203773584905661,0.6056918432628836,0.6203773584905661,0.6104940783410969,0.8729426517510526,0.7590599210620739,0.8226514206211404,0.7590599210620739,0.7773446540507185
38,1.0469647729621743,0.6324528301886793,0.6193875801930533,0.6324528301886793,0.6229274468055577,0.8220904231926939,0.7639756010046646,0.8195400784012876,0.7639756010046646,0.7805636288702144
39,1.0424688408509741,0.6353773584905661,0.6210805002649493,0.6353773584905661,0.6252942534921894,0.8522206455180411,0.7598851811984212,0.8212748098997934,0.7598851811984212,0.7767308148983426
40,1.0375319977526394,0.6262264150943396,0.6131100211252879,0.6262264150943396,0.6167572653780155,0.8311037014323749,0.7605669178327952,0.8219746825441805,0.7605669178327952,0.7775921698856835
41,1.0283037779016315,0.6308490566037736,0.616712771956149,0.6308490566037736,0.620976240812878,0.804077718285279,0.769967707212056,0.821026003991681,0.769967707212056,0.7857461806384652
42,1.0258194968385517,0.6358490566037736,0.6203106239905106,0.6358490566037736,0.6249647736907491,0.8507359351357294,0.7601363473268747,0.8221447388891088,0.7601363473268747,0.7794227833260341
43,1.0183844938818014,0.6427358490566037,0.6292685204309898,0.6427358490566037,0.6334227944376013,0.8299119498766491,0.7627556512378902,0.818880979725518,0.7627556512378902,0.7781224093159596
44,1.011377288485473,0.6407547169811321,0.6277096951659593,0.6407547169811321,0.6310264934731753,0.8068506401287513,0.7669178327951202,0.8224778452934774,0.7669178327951202,0.7834825913631802
45,1.0078873804380308,0.6429245283018868,0.6307327617826753,0.6429245283018868,0.6339025591556267,0.8032007685561398,0.7644420523860782,0.8239541788823695,0.7644420523860782,0.7797383983693565
46,0.9996761694494284,0.6461320754716982,0.6330897943030827,0.6461320754716982,0.6365938053270549,0.8238461828676654,0.7624686042339434,0.8219827313568063,0.7624686042339434,0.7796405970012892
47,0.9879230725990151,0.6485849056603774,0.6371176533548519,0.6485849056603774,0.6398742960091083,0.8130121302125614,0.767994259059921,0.8233296547189219,0.767994259059921,0.7851768490095136
48,0.9901220567271395,0.6458490566037736,0.6330527549411833,0.6458490566037736,0.6366809463255781,0.8021315016539498,0.7672766415500538,0.8250313167583958,0.7672766415500538,0.7837146622498039
49,0.9864509131773462,0.6474528301886793,0.6348718198890377,0.6474528301886793,0.6382660330884226,0.8224924978963526,0.765805525654826,0.8223031023483671,0.765805525654826,0.7837098990670882
50,0.971459600250676,0.6516037735849056,0.6394191245137719,0.6516037735849056,0.6430572126934594,0.8019036082157235,0.7711158952278435,0.8257517378974536,0.7711158952278435,0.7882298878991639
